sender,timestamp,tokenized_message
MerttEka,2024-09-23 15:08:07+00:00,"['ኦጅ', 'ድ', 'ጣ', 'ወ', 'ድ', 'ያዝ', 'ገ', 'የ', 'የጀ', 'ድ', 'ጀ', 'ጥ', 'ክ', 'የ', 'ው', 'ድጃ', 'ይ', 'የጣድ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-23 11:56:17+00:00,[]
MerttEka,2024-09-23 11:56:17+00:00,[]
MerttEka,2024-09-23 11:56:17+00:00,"['የኳጨው', 'ጥጣ', 'እ', 'ጣፈጫዎ', 'ያ', 'ከአክክ', 'አይ', 'አይክ', 'የ', 'ኪያ', 'አው', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-23 08:28:25+00:00,"['የኩኪ', 'ከዎ', 'ያ', 'ክ', 'ክዪ', 'ወጣ', 'እጀ', 'ያ', 'ይጠ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-23 08:28:25+00:00,[]
MerttEka,2024-09-23 08:28:25+00:00,[]
MerttEka,2024-09-23 08:06:24+00:00,[]
MerttEka,2024-09-23 08:06:24+00:00,[]
MerttEka,2024-09-23 08:06:24+00:00,"['የኩኪ', 'ከዎ', 'ያ', 'ክ', 'ክዪ', 'ወጣ', 'እጀ', 'ያ', 'ይጠ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-22 17:02:32+00:00,[]
MerttEka,2024-09-22 17:02:32+00:00,[]
MerttEka,2024-09-22 17:02:32+00:00,"['ከክ', 'የ', 'ገያ', 'ደጎ', 'የ', 'ጥ', 'ያው', 'አዱ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-22 14:40:14+00:00,"['የው', 'ያ', 'የይዝ', 'ጆጉ', 'ው', 'የ', 'የይ', 'ጣጠያ', 'ያው', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-22 09:21:05+00:00,[]
MerttEka,2024-09-22 09:21:05+00:00,[]
MerttEka,2024-09-22 09:21:05+00:00,"['የኮክ', 'ዎ', 'ከዎ', 'ውጭ', 'ጓዙ', 'ኮክ', 'ው', 'ይይዙ', 'አዱ', 'ይይዛ', 'ክዳ', 'አ', 'የያፈ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-22 04:21:52+00:00,"['አዛ', 'ጅ', 'ውጥ', 'ጫ', 'ከይካ', 'ወ', 'የ', 'ክዳ', 'ያው', 'አክ', 'ጋ', 'አ', 'ወዘ', 'ግ', 'ጅ', 'ውጥ', 'ያጡ', 'አዱ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-22 04:21:52+00:00,[]
MerttEka,2024-09-22 04:21:52+00:00,[]
MerttEka,2024-09-21 09:23:19+00:00,"['የፃ', 'ገ', 'ጠያ', 'ገዳ', 'የጠ', 'የዘጋ', 'ወ', 'ጠካ', 'የ', 'ያ', 'እግ', 'ያው', 'ጣ', 'ፃ', 'የ', 'የ', 'ወገጃ', 'ያው', 'የው', 'ጠ', 'ኪያ', 'የገጠ', 'ጦ', 'የያግ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-21 07:55:03+00:00,[]
MerttEka,2024-09-21 07:55:03+00:00,[]
MerttEka,2024-09-21 07:55:02+00:00,"['የ', 'ጫ', 'ከ', 'ዝዣ', 'ጋ', 'ገድ', 'ይ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-21 04:10:10+00:00,"['ይ', 'ጭው', 'ያድጉ', 'ይ']"
MerttEka,2024-09-21 04:08:50+00:00,[]
MerttEka,2024-09-21 04:08:50+00:00,[]
MerttEka,2024-09-21 04:08:50+00:00,"['የክ', 'ድኳ', 'አዎ', 'የያፈግ', 'ው', 'አያገ', 'አየ', 'ገያ', 'ያው', 'ወ', 'ኮ', 'ው', 'ከ', 'እ', 'ከ', 'ክ', 'ፃ', 'ዎ', 'የ', 'ጣ', 'ያው', 'ከ', 'ው', 'ይይዛ', 'ውጡ', 'ው', 'የውጭ', 'አድ', 'ው', 'እደ', 'ጥ', 'ይዘጋዋ', 'ያጥፈዋ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-20 16:44:54+00:00,"['ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-20 16:43:15+00:00,[]
MerttEka,2024-09-20 16:43:15+00:00,[]
MerttEka,2024-09-20 16:43:15+00:00,"['የፀዳጃ', 'ዕዎ', 'ደደያ', 'ጠካ', 'የ', 'ዙ', 'ገ', 'ያጡ', 'አገጣጠ', 'የ', 'እ', 'ው', 'አካ', 'ጥ', 'ያው', 'ከ', 'እከ', 'የጀያው', 'ደደያ', 'ድ', 'ይዝ', 'ኮዶየአ', 'የፈግ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-20 15:02:23+00:00,[]
MerttEka,2024-09-20 15:02:22+00:00,[]
MerttEka,2024-09-20 15:02:22+00:00,"['የገ', 'ጣ', 'ጣየገ', 'ጣ', 'ከክ', 'የ', 'የጠ', 'አዱ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-20 13:18:27+00:00,"['ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-20 13:17:14+00:00,[]
MerttEka,2024-09-20 13:17:14+00:00,[]
MerttEka,2024-09-20 13:17:14+00:00,"['የአክ', 'ክያ', 'ጠያ', 'ካድ', 'ኩ', 'ዝኩ', 'እ', 'አክ', 'ያየ', 'ፅ', 'ይኸ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-20 12:45:40+00:00,"['የጣ', 'ጥ', 'ከከያ', 'ኩዣጅ', 'እ', 'ዛ', 'ጡጥ', 'ጥዎ', 'ጣዎ', 'ከጉዳ', 'ይከከዎ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-20 05:30:46+00:00,[]
MerttEka,2024-09-20 05:30:46+00:00,[]
MerttEka,2024-09-20 05:30:46+00:00,"['ጣ', 'ወ', 'ጥ', 'የክ', 'ጁ', 'ፈ', 'ጠጦ', 'የፈግ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-19 20:29:54+00:00,"['ኦጅ', 'ዕ', 'የጁ', 'የ', 'ጪያ', 'ጆጎ', 'የይካ', 'ው', 'ይ', 'ይጠ', 'የ', 'ከከያ', 'አው', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-19 07:01:13+00:00,"['ያ', 'ዘይ', 'ግ', 'ያ', 'ዲጂ', 'የገጠ', 'አ', 'ጥ', 'ጥ', 'ኬክ', 'ግ', 'ያ', 'አድ', 'ጊዜ', 'ግ', 'ያ', 'ይ', 'የጠ', 'ፈጣ', 'ከዘይ', 'ፃ', 'የ', 'ግ', 'አው', 'ገ', 'ጤዎ', 'ይጠ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-19 05:27:28+00:00,"['ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-19 05:24:44+00:00,[]
MerttEka,2024-09-19 05:24:44+00:00,[]
MerttEka,2024-09-19 05:24:43+00:00,"['ው', 'ይይዛ', 'ጥ', 'ው', 'ወደ', 'ጉ', 'ይይ', 'ዎ', 'ጥ', 'አዛ', 'ያውዱ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-18 18:44:38+00:00,"['ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-18 18:42:16+00:00,[]
MerttEka,2024-09-18 18:42:16+00:00,[]
MerttEka,2024-09-18 18:42:16+00:00,[]
MerttEka,2024-09-18 18:42:16+00:00,"['ከጫዎ', 'ይ', 'ያው', 'የው', 'አካ', 'እ', 'ጥ', 'ፈጠ', 'ይዳዎ', 'ከ', 'የ', 'ከዎ', 'ይ', 'የጠ', 'ጨ', 'ያ', 'ከ', 'የጠው', 'ዲዮ', 'ይከ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-18 14:12:19+00:00,"['ጥ', 'ያው', 'ዝ', 'የይዝ', 'ኩ', 'ዓ', 'ያያ', 'ዝዛው', 'ደግ', 'ዓ', 'ያያ', 'ውጡ', 'ወ', 'ጭ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-18 12:46:29+00:00,[]
MerttEka,2024-09-18 12:46:29+00:00,[]
MerttEka,2024-09-18 12:46:29+00:00,"['የ', 'ጪያ', 'ከ', 'ውጥ', 'ከ', 'ውጭ', 'የያገግ', 'ካድ', 'ከ', 'ጠካ', 'ይካ', 'የ', 'የጣጠ', 'የዘጋ', 'ጥ', 'የይፈጅ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-18 12:27:34+00:00,[]
MerttEka,2024-09-18 12:27:34+00:00,"['ዕጣ', 'ጨ', 'የኤክክ', 'ጋ', 'ፀ', 'ዎ', 'ያፈግዎ', 'ጥው', 'ኪ', 'ያ', 'ከገ', 'ኪዎ', 'ይ', 'ው', 'ይደው', 'እዎ', 'ከ', 'እከ', 'ከው', 'ካ', 'እካ', 'ክገ', 'ደ', 'የፈጉ', 'ዕ', 'ዕክ', 'እክዎ', 'ዘዝ', 'ዘዝ', 'ወዳጅዎ', 'ድግ', 'ይ', 'አድ', 'ገ', 'ዘ', 'ግድ', 'ከ', 'ወዱ', 'ወደ', 'ጥፈው', 'ጥ', 'ኪዎ', 'ጥ', 'ገዘ', 'ካያዙ', 'ይ', 'ይ', 'ይ', 'ጭው', 'ያድጉ']"
MerttEka,2024-09-18 12:27:34+00:00,[]
MerttEka,2024-09-18 08:21:28+00:00,[]
MerttEka,2024-09-18 08:21:28+00:00,[]
